alpha_1,alpha_2,alpha_3,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.15,0.3,0.55,2.3928658112167867,1.157472800152698,0.09072985133020352,0.0045360100417318715,95.0,0.4049796853120322,1.4158086077205905,20213.333333333296,21,1518,117419.0,115
0.35,0.45,0.2,2.3911384903355013,1.1541133804161077,0.09072985133020352,0.0037861404538341156,95.83,0.4299413190906216,1.4169618127505434,20154.666666666642,19,1490,122357.0,116
0.1,0.1,0.8,2.4138945452542955,1.185111662531014,0.09072985133020352,0.0028758639801773596,96.83,0.38762528729055207,1.4265228709395215,20695.99999999996,19,1647,121938.0,117
0.1,0.35,0.55,2.4360146285794895,1.151937392632181,0.09072985133020352,0.0037209344027125707,95.9,0.40619489511775,1.4391406851829174,20116.666666666668,22,1538,119323.0,118
0.05,0.25,0.7,2.4379897300002717,1.1568238213399493,0.09072985133020352,0.005528446139801773,93.91,0.39696914566024516,1.4400909909751118,20201.999999999996,24,1554,117826.0,119
0.35,0.5,0.15,2.4337433014730294,1.1602214163008182,0.09072985133020352,0.00407435119979134,95.51,0.43283084194521404,1.441075276179666,20261.333333333303,21,1491,123262.0,120
0.2,0.5,0.3,2.4382161316701287,1.1564802443214328,0.09072985133020352,0.004303876499739175,95.26,0.42073647469458986,1.4422076950540232,20195.99999999997,21,1500,120541.0,121
0.15,0.05,0.8,2.4492155028501017,1.1772857415537292,0.09072985133020352,0.008396208268127281,90.75,0.38741264868890884,1.4471929409945716,20559.333333333307,19,1673,123795.0,122
0.05,0.35,0.6,2.4691347769643137,1.155258637144491,0.09072985133020352,0.003504450312989046,96.14,0.40477897333274443,1.4573162916147684,20174.666666666646,24,1541,119139.0,123
0.3,0.45,0.25,2.4667175348951296,1.173315518228668,0.09072985133020352,0.0036153005998956693,96.02,0.423538175828096,1.458798827866533,20489.99999999999,24,1497,121101.0,124
0.25,0.45,0.3,2.477098467340205,1.1601068906279814,0.09072985133020352,0.00259417383933229,97.14,0.4240108116746631,1.4635888348877777,20259.333333333332,22,1507,122046.0,125
0.4,0.45,0.15,2.479366640880144,1.166329452185529,0.09072985133020352,0.002817178534167971,96.89,0.4360938163294184,1.466422660286548,20367.99999999997,22,1480,123275.0,126
0.15,0.5,0.35,2.4874651025498875,1.1613666730292025,0.09072985133020352,0.003851346504955661,95.76,0.4204665703002345,1.4693762010354086,20281.33333333332,23,1514,121588.0,127
0.45,0.45,0.1,2.4868492062473453,1.176369536171021,0.09072985133020352,0.0040091451486697965,95.58,0.4379340293039005,1.4715816867195821,20543.333333333278,23,1489,124548.0,128
0.3,0.5,0.2,2.4925930827121783,1.155182286695933,0.09072985133020352,0.0025354883933229014,97.21,0.42808829772180557,1.4722547861166722,20173.333333333325,22,1480,121012.0,129
0.25,0.5,0.25,2.503286091027386,1.1510975376980321,0.09072985133020352,0.0036153005998956697,96.02,0.4257856912258046,1.4780253862525135,20101.99999999998,22,1492,121337.0,130
0.05,0.3,0.65,2.5067949726940535,1.1625119297575846,0.09072985133020352,0.0054110752477829925,94.04,0.4017269722962048,1.4786588512735643,20301.3333333333,22,1551,119008.0,131
0.1,0.2,0.7,2.5066439814361603,1.182477572055733,0.09072985133020352,0.005175029342723004,94.3,0.39346702229246927,1.4786772794247387,20649.999999999967,21,1590,119492.0,132
0.1,0.4,0.5,2.5107729184513605,1.1607940446650113,0.09072985133020352,0.004067830594679185,95.52,0.4133975439770098,1.4815249109576039,20271.33333333333,23,1534,121123.0,133
0.1,0.15,0.75,2.5187711637407784,1.1769421645352143,0.09072985133020352,0.0041304284037558675,95.45,0.3900280420793283,1.4844131810132488,20553.333333333307,19,1615,120310.0,134
0.25,0.05,0.7,2.524097685387911,1.2165298721129958,0.09072985133020352,0.00990638041210224,89.08,0.39166798265327196,1.4912189329579588,21244.66666666663,19,1724,128970.0,135
0.05,0.2,0.75,2.5354589289508476,1.1744225997327709,0.09072985133020352,0.0054697606937923835,93.97,0.39158591857466596,1.4940230609752092,20509.333333333303,24,1608,120267.0,136
0.2,0.4,0.4,2.5333734224598277,1.167245657568236,0.09072985133020352,0.003439244261867502,96.21,0.4168687272790524,1.4944363112377825,20383.999999999975,25,1505,119831.0,137
0.15,0.35,0.5,2.532226009162222,1.192670356938344,0.09072985133020352,0.005244147756911842,94.22,0.4116445491037043,1.4950955221235835,20827.99999999996,23,1543,121317.0,138
0.1,0.45,0.45,2.5394415979143448,1.163619011261689,0.09072985133020352,0.004912901017214396,94.59,0.4122333308173166,1.4975710328028702,20320.666666666646,23,1526,120152.0,139
0.2,0.0,0.8,2.5372179443560285,1.2051918305020013,0.09072985133020352,0.011447851460615542,87.38,0.3844365873472468,1.4976074750938253,21046.66666666663,18,1811,132977.0,140
0.2,0.45,0.35,2.550399576446816,1.176674937965258,0.09072985133020352,0.003779619848721962,95.83,0.4186448097225717,1.5045518808708858,20548.666666666635,23,1519,121461.0,141
0.5,0.45,0.05,2.548518816065457,1.1643825157472778,0.09072985133020352,0.002377689749608765,97.38,0.4438499127399651,1.5050027728222444,20333.999999999978,22,1500,127163.0,142
0.4,0.5,0.1,2.5475046318896246,1.1770566902080535,0.09072985133020352,0.003380558815858111,96.27,0.44039780690760555,1.5050343303852145,20555.33333333332,23,1483,124744.0,143
0.15,0.55,0.3,2.5591490926179716,1.1724756632945208,0.09072985133020352,0.0028171785341679707,96.89,0.4211413336280374,1.5091150710276648,20475.333333333332,23,1516,121944.0,144
0.1,0.5,0.4,2.584249093120279,1.1569001717885072,0.09072985133020352,0.002875863980177361,96.83,0.41780519139648287,1.5218252881392802,20203.333333333314,23,1516,120978.0,145
0.35,0.55,0.1,2.5832425505088774,1.1655277724756619,0.09072985133020352,0.0025354883933229005,97.21,0.43638077615873616,1.5234585155375362,20353.99999999999,23,1494,124523.0,146
0.15,0.45,0.4,2.5872069321492517,1.1588089330024802,0.09072985133020352,0.003996103938445487,95.6,0.41869336984265676,1.523972427498012,20236.66666666666,25,1522,121715.0,147
0.0,0.4,0.6,2.593788735211641,1.1685054399694577,0.09072985133020352,0.003720934402712571,95.9,0.40723282538514294,1.5268486392242033,20405.999999999978,24,1565,121728.0,148
0.25,0.55,0.2,2.592098820274804,1.1669020805497206,0.09072985133020352,0.003996103938445487,95.6,0.43150232790446685,1.5283485191506088,20377.999999999967,22,1499,123543.0,149
0.05,0.4,0.55,2.5955586961261585,1.1842718075968683,0.09072985133020352,0.003359692879499217,96.3,0.40907638867872503,1.528686419980953,20681.333333333325,24,1557,121654.0,150
0.15,0.0,0.85,2.594646451249559,1.224012216071767,0.09072985133020352,0.015435853547209177,82.99,0.3834898045818016,1.5312358955131888,21375.333333333307,20,1813,132796.0,151
