alpha_1,alpha_2,alpha_3,w_s1,w_s2,gamma1,gamma2,margin_sec,lambda,p,epsilon,beta,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.65,0.35,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.6758496779533705,1.1258685725630315,0.060289316018805196,0.0040895718667584,93.22,0.5110504004550531,1.0303426631080383,18903.333333333347,13,1261,123087.0,213
0.05,0.9,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.712930017031913,1.0839388524915603,0.060289316018805196,0.0037799743435385845,93.73,0.4266832073061746,1.0401107650258092,18199.333333333343,16,1283,104560.0,214
0.0,0.95,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.722105003274369,1.083581496922769,0.060289316018805196,0.003534876304322899,94.14,0.4268956347961088,1.0450868530179493,18193.33333333334,14,1268,103389.0,215
0.6,0.4,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.7407910083661884,1.1296406591224903,0.060289316018805196,0.0040895718667584005,93.22,0.5051337178596825,1.0656573309035238,18966.66666666666,13,1259,121469.0,216
0.0,0.0,1.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.7682128047265868,1.1568790946992236,0.060289316018805196,0.008952832960669647,85.15,0.3802520455681549,1.0710720517796004,19424.000000000015,13,1592,115624.0,217
0.0,0.05,0.95,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.8968421685207413,1.144649593011712,0.060289316018805196,0.0029156812578832693,95.16,0.38567528007656365,1.1399379047220146,19218.666666666693,16,1488,109612.0,218
0.55,0.45,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.9182289480961279,1.1480643240023785,0.060289316018805196,0.0037154748595344574,93.84,0.510251325495142,1.1645689126603638,19275.999999999985,15,1262,122992.0,219
0.5,0.5,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.0674251891840973,1.1361524717093476,0.060289316018805196,0.003542042913656691,94.12,0.5030028922809692,1.2452543797389146,19075.999999999996,16,1278,122782.0,220
0.45,0.55,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.078793183392888,1.1563629144331917,0.060289316018805196,0.0034058773363146427,94.35,0.5065568120271136,1.252831840991354,19415.33333333334,17,1276,123456.0,221
0.4,0.6,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.082492438513106,1.1496128648004738,0.060289316018805196,0.002786682289875016,95.38,0.5027161992070748,1.2539591090299018,19302.000000000004,17,1277,122616.0,222
0.25,0.75,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.2012084009101383,1.1420686916815526,0.060289316018805196,0.0028583483832129355,95.26,0.5054562829249726,1.319171187892115,19175.333333333318,18,1293,124829.0,223
0.3,0.7,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.2191229655155684,1.1390510224339854,0.060289316018805196,0.0038516404368765045,93.61,0.5092842509186694,1.329554099378192,19124.666666666664,18,1288,125288.0,224
0.35,0.65,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.219807166536366,1.151915822910459,0.060289316018805196,0.002987347351221191,95.04,0.5058575330883549,1.329971690254726,19340.666666666657,19,1288,124445.0,225
0.2,0.8,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.3140011624753396,1.1515981735159782,0.060289316018805196,0.003470376820318771,94.24,0.5061647598733113,1.3819381370706625,19335.333333333325,22,1296,125294.0,226
0.15,0.85,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.443087501896938,1.1609688306531627,0.060289316018805196,0.003225278781103085,94.65,0.5084861043007861,1.453562761640384,19492.666666666653,23,1324,128588.0,227
0.1,0.9,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.559034463014736,1.1681556482032915,0.060289316018805196,0.0035420429136566907,94.12,0.5048929579781256,1.5174286457401789,19613.333333333318,24,1337,128933.0,228
0.05,0.95,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.770851102341256,1.1936073059360692,0.060289316018805196,0.0031536126877651656,94.77,0.5048731966473641,1.6350818750555602,20040.666666666653,30,1358,130953.0,229
0.0,1.0,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,2.9184911932105524,1.1780821917808173,0.060289316018805196,0.0029873473512211906,95.04,0.5087298990276738,1.7158434599629784,19779.999999999975,33,1344,130593.0,230
